378087.0 378093.0 1369558891.0 5.0 1.0 4.0
392596.0 392596.0 1369573400.0 372.0 0.0 4.0
471328.0 471334.0 1369652132.0 71.0 1.0 4.0
471645.0 471645.0 1369652449.0 272.0 0.0 4.0
987655.0 987668.0 1370168459.0 11.0 1.0 4.0
993560.0 993566.0 1370174364.0 406.0 0.0 4.0
1507671.0 1507689.0 1370688475.0 14.0 1.0 4.0
1510185.0 1510198.0 1370690989.0 352.0 0.0 4.0
1599764.0 1599789.0 1370780568.0 15.0 1.0 4.0
1602231.0 1602237.0 1370783035.0 360.0 0.0 4.0
1846719.0 1846719.0 1371027523.0 8.0 1.0 4.0
1848777.0 1848777.0 1371029581.0 479.0 0.0 4.0
2101948.0 2101948.0 1371282752.0 5.0 1.0 4.0
2104209.0 2104209.0 1371285013.0 329.0 0.0 4.0
2116525.0 2116555.0 1371297329.0 14.0 1.0 4.0
2118792.0 2118805.0 1371299596.0 242.0 0.0 4.0
2199456.0 2199468.0 1371380260.0 6.0 1.0 4.0
2202014.0 2202020.0 1371382818.0 326.0 0.0 4.0
2713881.0 2713898.0 1371894685.0 5.0 1.0 4.0
2716239.0 2716239.0 1371897043.0 409.0 0.0 4.0
2794959.0 2794965.0 1371975763.0 34.0 1.0 4.0
2801713.0 2801725.0 1371982517.0 383.0 0.0 4.0
3319953.0 3319983.0 1372500757.0 17.0 1.0 4.0
3327985.0 3327991.0 1372508789.0 365.0 0.0 4.0
3412119.0 3412125.0 1372592923.0 8.0 1.0 4.0
3414444.0 3414457.0 1372595248.0 309.0 0.0 4.0
3919886.0 3919892.0 1373100690.0 53.0 1.0 4.0
3941153.0 3941159.0 1373121957.0 234.0 0.0 4.0
4528722.0 4528734.0 1373709526.0 5.0 1.0 4.0
4539672.0 4539678.0 1373720476.0 263.0 0.0 4.0
5045608.0 5045608.0 1374226412.0 15.0 1.0 4.0
5050305.0 5050311.0 1374231109.0 380.0 0.0 4.0
5386589.0 5386625.0 1374567393.0 14.0 1.0 4.0
5388507.0 5388514.0 1374569311.0 330.0 0.0 4.0
5486712.0 5486719.0 1374667516.0 3.0 1.0 4.0
5489020.0 5489020.0 1374669824.0 313.0 0.0 4.0
5733790.0 5733800.0 1374914594.0 181.0 1.0 4.0
5735995.0 5735995.0 1374916799.0 327.0 0.0 4.0
5745420.0 5745432.0 1374926224.0 3.0 1.0 4.0
5750715.0 5750733.0 1374931519.0 329.0 0.0 4.0
5834347.0 5834352.0 1375015151.0 85.0 1.0 4.0
5840836.0 5840853.0 1375021640.0 427.0 0.0 4.0
6171556.0 6171569.0 1375352360.0 3.0 1.0 4.0
6179749.0 6179768.0 1375360553.0 417.0 0.0 4.0
6336416.0 6336445.0 1375517220.0 19.0 1.0 4.0
6338725.0 6338731.0 1375519529.0 364.0 0.0 4.0
6433278.0 6433283.0 1375614082.0 16.0 1.0 4.0
6435915.0 6435927.0 1375616719.0 323.0 0.0 4.0
9965681.0 9965694.0 1379146485.0 325.0 1.0 4.0
9971482.0 9971494.0 1379152286.0 439.0 0.0 4.0
10570582.0 10570600.0 1379751386.0 39.0 1.0 4.0
10575579.0 10575590.0 1379756383.0 356.0 0.0 4.0
10663873.0 10663873.0 1379844677.0 6.0 1.0 4.0
10666608.0 10666614.0 1379847412.0 230.0 0.0 4.0
