1369181554700 187.46 washing_machine_OFF 1369181557000 fridge_OFF 0.187998751124
1369183094700 112.98 fridge_ON 1369183094000 fridge_ON 0.629785462769
1369183970200 180.13 washing_machine_OFF 1369183971000 fridge_OFF 0.224291129789
1369185542500 113.3 fridge_ON 1369185545000 fridge_ON 0.628031487776
1369186424800 184.58 washing_machine_OFF 1369186422000 fridge_OFF 0.223494143511
1369188004800 116.6 fridge_ON 1369188009000 fridge_ON 0.625401085197
1369188876500 185.99 washing_machine_OFF 1369188879000 fridge_OFF 0.223687882816
1369190469600 113.13 washing_machine_ON 1369190461000 fridge_ON 0.54261785222
1369191326000 186.46 washing_machine_OFF 1369191326000 fridge_OFF 0.186178697498
1369192930300 112.29 washing_machine_ON 1369192932000 fridge_ON 0.551430224135
1369193794700 185.76 washing_machine_OFF 1369193797000 fridge_OFF 0.223456571051
1369195410900 113.35 fridge_ON 1369195409000 fridge_ON 0.629535567421
1369196295400 178.8 washing_machine_OFF 1369196300000 fridge_OFF 0.224569147998
1369197923300 263.06 fridge_ON 1369197919000 fridge_ON 0.625896205103
1369198758600 187.13 washing_machine_OFF 1369198759000 fridge_OFF 0.223957606683
1369200305800 114.61 washing_machine_ON 1369200304000 fridge_ON 0.563946168534
1369201230200 187.49 washing_machine_OFF 1369201226000 fridge_OFF 0.187936070787
1369202784800 199.35 washing_machine_ON 1369202783000 fridge_ON 0.617595295801
1369203648200 189.17 washing_machine_OFF 1369203648000 fridge_OFF 0.186340433187
1369205221100 111.09 fridge_ON 1369205225000 fridge_ON 0.632419676797
1369206077700 177.42 washing_machine_OFF 1369206078000 fridge_OFF 0.22502611765
1369207685900 113.49 fridge_ON 1369207685000 fridge_ON 0.625068007597
1369208552300 182.23 washing_machine_OFF 1369208551000 fridge_OFF 0.224129691906
1369210160900 112.71 fridge_ON 1369210163000 fridge_ON 0.625913637644
1369210995500 184.85 washing_machine_OFF 1369210997000 fridge_OFF 0.223553377545
1369212600400 241.65 washing_machine_ON 1369212598000 fridge_ON 0.623493021897
1369213249000 317.28 washing_machine_ON 1369213248000 kettle_ON 0.64645590474
1369213443300 3277.0 washing_machine_OFF 1369213441000 fridge_OFF 0.516979691576
