1.3691815547e+12 187.46 0.187998751124 washing_machine OFF
1.3691830947e+12 112.98 0.629785462769 fridge ON
1.3691839702e+12 180.13 0.224291129789 washing_machine OFF
1.3691855425e+12 113.3 0.628031487776 fridge ON
1.3691864248e+12 184.58 0.223494143511 washing_machine OFF
1.3691880048e+12 116.6 0.625401085197 fridge ON
1.3691888765e+12 185.99 0.223687882816 washing_machine OFF
1.3691904696e+12 113.13 0.54261785222 washing_machine ON
1.369191326e+12 186.46 0.186178697498 washing_machine OFF
1.3691929303e+12 112.29 0.551430224135 washing_machine ON
1.3691937947e+12 185.76 0.223456571051 washing_machine OFF
1.3691954109e+12 113.35 0.629535567421 fridge ON
1.3691962954e+12 178.8 0.224569147998 washing_machine OFF
1.3691966431e+12 112.67 0.532195699279 fridge ON
1.3691969239e+12 248.11 0.192856676873 washing_machine OFF
1.3691971478e+12 199.95 0.185331537958 washing_machine OFF
1.3691972127e+12 111.88 0.531849540087 fridge ON
1.3691974975e+12 240.98 0.228863078231 washing_machine OFF
1.3691977214e+12 196.15 0.221522733192 washing_machine OFF
1.3691978533e+12 112.59 0.532236498842 fridge ON
1.3691979233e+12 263.06 0.625896205103 fridge ON
1.3691979882e+12 336.9 0.228458737405 washing_machine OFF
1.369198212e+12 281.72 0.183527361492 washing_machine OFF
1.3691987586e+12 187.13 0.223957606683 washing_machine OFF
1.3692003058e+12 114.61 0.563946168534 washing_machine ON
1.3692009864e+12 190.16 0.532418045638 fridge ON
1.3692010663e+12 333.51 0.231235919239 washing_machine OFF
1.3692010693e+12 275.69 0.531611714268 fridge ON
1.3692011083e+12 332.89 0.193648295828 washing_machine OFF
1.3692011123e+12 275.2 0.622680400941 fridge ON
1.3692011273e+12 344.58 0.217040309179 washing_machine OFF
1.3692011423e+12 230.4 0.228947351901 washing_machine OFF
1.3692012302e+12 187.49 0.187936070787 washing_machine OFF
1.3692025047e+12 114.17 0.531925035116 fridge ON
1.3692025837e+12 249.09 0.193538624733 washing_machine OFF
1.3692027848e+12 199.35 0.617595295801 washing_machine ON
1.3692028077e+12 286.16 0.185565569774 washing_machine OFF
1.3692031085e+12 191.73 0.531891517007 fridge ON
1.3692034243e+12 270.16 0.222010127511 washing_machine OFF
1.3692036482e+12 189.17 0.186340433187 washing_machine OFF
1.3692037221e+12 113.74 0.532332867338 fridge ON
1.3692038041e+12 252.26 0.227833604179 washing_machine OFF
1.369204028e+12 204.29 0.182775109536 washing_machine OFF
1.3692052211e+12 111.09 0.632419676797 fridge ON
1.3692060777e+12 177.42 0.22502611765 washing_machine OFF
1.3692076859e+12 113.49 0.625068007597 fridge ON
1.3692085523e+12 182.23 0.224129691906 washing_machine OFF
1.3692101609e+12 112.71 0.625913637644 fridge ON
