1369196643100 112.67 fridge_ON 1369196300000 NAN 0.532195699279
1369196923900 248.11 washing_machine_OFF 1369196300000 NAN 0.192856676873
1369197147800 199.95 washing_machine_OFF 1369197919000 NAN 0.185331537958
1369197212700 111.88 fridge_ON 1369197919000 NAN 0.531849540087
1369197497500 240.98 washing_machine_OFF 1369197919000 NAN 0.228863078231
1369197721400 196.15 washing_machine_OFF 1369197919000 NAN 0.221522733192
1369197853300 112.59 fridge_ON 1369197919000 NAN 0.532236498842
1369197988200 336.9 washing_machine_OFF 1369197919000 NAN 0.228458737405
1369198212000 281.72 washing_machine_OFF 1369197919000 NAN 0.183527361492
1369200986400 190.16 fridge_ON 1369201226000 NAN 0.532418045638
1369201066300 333.51 washing_machine_OFF 1369201226000 NAN 0.231235919239
1369201069300 275.69 fridge_ON 1369201226000 NAN 0.531611714268
1369201108300 332.89 washing_machine_OFF 1369201226000 NAN 0.193648295828
1369201112300 275.2 fridge_ON 1369201226000 NAN 0.622680400941
1369201127300 344.58 washing_machine_OFF 1369201226000 NAN 0.217040309179
1369201142300 230.4 washing_machine_OFF 1369201226000 NAN 0.228947351901
1369202504700 114.17 fridge_ON 1369202783000 NAN 0.531925035116
1369202583700 249.09 washing_machine_OFF 1369202783000 NAN 0.193538624733
1369202807700 286.16 washing_machine_OFF 1369202783000 NAN 0.185565569774
1369203108500 191.73 fridge_ON 1369202783000 NAN 0.531891517007
1369203424300 270.16 washing_machine_OFF 1369203648000 NAN 0.222010127511
1369203722100 113.74 fridge_ON 1369203648000 NAN 0.532332867338
1369203804100 252.26 washing_machine_OFF 1369203648000 NAN 0.227833604179
1369204028000 204.29 washing_machine_OFF 1369203648000 NAN 0.182775109536
1369212880200 322.11 washing_machine_OFF 1369212598000 NAN 0.194173409113
1369212886200 319.15 washing_machine_OFF 1369212598000 NAN 0.193071910133
1369212899200 316.56 washing_machine_OFF 1369212598000 NAN 0.231996270323
1369212960200 318.18 washing_machine_OFF 1369213248000 NAN 0.231602969966
1369213093100 317.99 washing_machine_OFF 1369213248000 NAN 0.195164731011
1369213099100 315.29 washing_machine_OFF 1369213248000 NAN 0.193648995679
1369214291700 3163.6 kettle_OFF 1369214255000 NAN 0.546754361526
1369218328300 273.35 washing_machine_OFF 1369217481000 NAN 0.222847670835
1369218331300 219.4 washing_machine_OFF 1369217481000 NAN 0.18712748711
1369218474300 154.98 fridge_ON 1369217481000 NAN 0.440899197113
1369236312000 194.72 washing_machine_OFF 1369237089000 NAN 0.190917653001
1369236482900 147.07 fridge_ON 1369237089000 NAN 0.204708351161
1369236601800 342.93 fridge_ON 1369237089000 NAN 0.440718695589
1369237857400 463.27 fridge_OFF 1369237911000 NAN 0.0658569126986
1369237889400 334.41 fridge_ON 1369237911000 NAN 0.441023695384
1369238039400 312.32 washing_machine_OFF 1369237911000 NAN 0.0638457184758
1369238399200 179.11 washing_machine_OFF 1369237911000 NAN 0.232224023451
1369238800600 187.38 washing_machine_OFF 1369239519000 NAN 0.228213853873
1369238824600 128.96 fridge_ON 1369239519000 NAN 0.532543080209
1369239581300 357.52 washing_machine_OFF 1369239519000 NAN 0.184694590186
1369239591300 267.47 washing_machine_OFF 1369239519000 NAN 0.227727184685
1369239771200 223.15 fridge_ON 1369239519000 NAN 0.531806839696
1369241813900 189.52 washing_machine_OFF 1369241943000 NAN 0.226584973257
1369242134700 3232.61 kettle_OFF 1369242084000 NAN 0.506978921013
1369243944700 196.05 fridge_ON 1369244372000 NAN 0.531620422329
1369245039000 3324.78 fridge_ON 1369245122000 NAN 0.53202438065
1369245047000 3499.34 washing_machine_OFF 1369245122000 NAN 0.145038281036
1369245427700 306.76 fridge_ON 1369245294000 NAN 0.531667111982
1369245445700 482.01 washing_machine_OFF 1369245294000 NAN 0.178404369222
1369245460700 355.44 washing_machine_OFF 1369245294000 NAN 0.194131789835
1369246257500 340.7 fridge_ON 1369246759000 NAN 0.53792788755
1369246399400 699.46 fridge_ON 1369246759000 NAN 0.531638159242
1369246453300 778.93 washing_machine_OFF 1369246759000 NAN 0.191145175315
1369246730100 714.07 washing_machine_OFF 1369246759000 NAN 0.180707936745
1369246765100 1570.07 fridge_ON 1369246759000 NAN 0.622488083624
1369246855000 2016.09 washing_machine_ON 1369246845000 NAN 0.459098421419
1369246869000 2937.89 washing_machine_OFF 1369246845000 NAN 0.267064737325
1369247148800 738.95 washing_machine_OFF 1369246965000 NAN 0.231389738521
1369247302800 747.94 washing_machine_OFF 1369247637000 NAN 0.17026822971
1369247673700 272.07 washing_machine_OFF 1369247637000 NAN 0.222299231856
1369247786600 193.38 washing_machine_OFF 1369247637000 NAN 0.191408456257
1369249089700 179.1 washing_machine_OFF 1369249165000 NAN 0.230668832698
1369249092700 143.37 fridge_ON 1369249165000 NAN 0.536345072019
1369249627600 505.93 fridge_ON 1369249449000 NAN 0.532488736165
1369249686500 662.29 washing_machine_OFF 1369249449000 NAN 0.188438631124
1369249771400 627.81 washing_machine_OFF 1369250005000 NAN 0.220581041076
1369249780500 553.03 washing_machine_OFF 1369250005000 NAN 0.227854939937
1369250122300 3429.33 kettle_OFF 1369250066000 NAN 0.5194858527
1369251223600 2439.34 fridge_ON 1369251520000 NAN 0.531999368261
1369251363500 2590.55 washing_machine_OFF 1369251520000 NAN 0.184452938677
1369251371500 2507.77 washing_machine_OFF 1369251520000 NAN 0.229585364635
1369251632300 2530.68 fridge_ON 1369251520000 NAN 0.622782432074
1369251642300 2679.42 washing_machine_OFF 1369251520000 NAN 0.196041089796
1369251646300 2617.69 fridge_ON 1369251520000 NAN 0.622523760476
1369251683300 2714.48 washing_machine_OFF 1369251520000 NAN 0.177787775145
1369251842200 2541.73 fridge_ON 1369251520000 NAN 0.441162359393
1369252023100 2518.22 fridge_ON 1369251520000 NAN 0.532158600524
1369252167000 2647.62 washing_machine_OFF 1369251520000 NAN 0.216596078315
1369252189100 2557.4 fridge_ON 1369251520000 NAN 0.692653580318
1369252198000 2672.79 kettle_OFF 1369251520000 NAN 0.43202328902
1369252205000 796.38 washing_machine_OFF 1369251520000 NAN 0.177317239288
1369252220000 681.37 washing_machine_OFF 1369251520000 NAN 0.191713164578
1369252532800 634.42 washing_machine_OFF 1369252989000 NAN 0.225542291787
1369252535800 616.2 washing_machine_OFF 1369252989000 NAN 0.225715660073
1369252539800 604.77 washing_machine_OFF 1369252989000 NAN 0.226993483928
1369252571800 574.36 washing_machine_OFF 1369252989000 NAN 0.222923809772
1369252697700 532.11 fridge_ON 1369252989000 NAN 0.531574486726
1369252819600 645.36 washing_machine_OFF 1369252989000 NAN 0.179879248026
1369252937600 529.47 fridge_ON 1369252989000 NAN 0.55389040768
