753 759 1369181557000 82 0 3
2290 2296 1369183094000 10 1 3
3167 3173 1369183971000 83 0 3
4741 4747 1369185545000 10 1 3
5618 5631 1369186422000 83 0 3
7205 7211 1369188009000 10 1 3
8075 8082 1369188879000 83 0 3
9657 9675 1369190461000 10 1 3
10522 10534 1369191326000 83 0 3
12128 12134 1369192932000 10 1 3
12993 12999 1369193797000 82 0 3
14605 14611 1369195409000 10 1 3
15496 15502 1369196300000 82 0 3
17115 17127 1369197919000 10 1 3
17955 17967 1369198759000 83 0 3
19500 19506 1369200304000 11 1 3
20422 20434 1369201226000 83 0 3
21979 21991 1369202783000 10 1 3
22844 22857 1369203648000 83 0 3
24421 24427 1369205225000 10 1 3
25274 25280 1369206078000 82 0 3
26881 26887 1369207685000 10 1 3
27747 27753 1369208551000 82 0 3
29359 29366 1369210163000 10 1 3
30193 30200 1369210997000 82 0 3
31794 31807 1369212598000 10 1 3
32445 32457 1369213248000 1 1 0
32637 32648 1369213441000 82 0 3
32649 32661 1369213452000 2988 0 0
33452 33458 1369214255000 1 1 0
34217 34223 1369215021000 10 1 3
35064 35070 1369215868000 83 0 3
36677 36683 1369217481000 11 1 3
39138 39150 1369219942000 10 1 3
39978 39984 1369220782000 83 0 3
40968 40980 1369221772000 4 1 2
41196 41202 1369222000000 1297 0 2
41560 41566 1369222364000 11 1 3
42401 42407 1369223205000 83 0 3
43995 44001 1369224799000 11 1 3
44823 44830 1369225627000 83 0 3
46431 46437 1369227235000 10 1 3
47271 47278 1369228075000 83 0 3
48885 48897 1369229689000 11 1 3
49707 49714 1369230511000 83 0 3
51327 51333 1369232131000 11 1 3
52155 52161 1369232959000 83 0 3
53793 53799 1369234597000 10 1 3
54640 54653 1369235444000 83 0 3
56285 56291 1369237089000 11 1 3
57107 57113 1369237911000 83 0 3
58715 58721 1369239519000 11 1 3
59532 59538 1369240336000 84 0 3
59829 59835 1369240632000 1 1 0
60051 60063 1369240854000 2983 0 0
61139 61145 1369241943000 10 1 3
61281 61294 1369242084000 1 1 0
62133 62139 1369242937000 83 0 3
63568 63574 1369244372000 11 1 3
64114 64120 1369244917000 1 1 0
64319 64336 1369245122000 2977 0 0
64490 64496 1369245294000 83 0 3
65955 65962 1369246759000 10 1 3
66041 66052 1369246845000 39 1 2
66161 66172 1369246965000 1291 0 2
66833 66839 1369247637000 83 0 3
68361 68367 1369249165000 11 1 3
68448 68460 1369249251000 1 1 0
68646 68658 1369249449000 3000 0 0
69202 69209 1369250005000 1 1 0
69262 69268 1369250066000 84 0 3
69965 69971 1369250769000 13 1 1
70716 70722 1369251520000 10 1 3
72185 72196 1369252989000 80 0 3
73066 73084 1369253870000 117 0 1
73409 73415 1369254213000 10 1 3
74355 74362 1369255159000 82 0 3
75747 75753 1369256551000 10 1 3
76620 76633 1369257424000 82 0 3
78018 78025 1369258822000 11 1 3
78909 78922 1369259713000 82 0 3
80314 80320 1369261118000 11 1 3
81193 81206 1369261997000 83 0 3
82629 82642 1369263433000 11 1 3
83237 83255 1369264041000 4 1 2
83297 83309 1369264101000 1353 0 2
83674 83686 1369264478000 82 0 3
85055 85061 1369265859000 11 1 3
85947 85960 1369266751000 82 0 3
87341 87347 1369268145000 11 1 3
88251 88257 1369269055000 82 0 3
89682 89688 1369270486000 10 1 3
90556 90562 1369271360000 82 0 3
92025 92031 1369272829000 11 1 3
92911 92923 1369273715000 82 0 3
94424 94437 1369275228000 11 1 3
95300 95306 1369276104000 82 0 3
96825 96837 1369277629000 10 1 3
97731 97737 1369278535000 81 0 3
99306 99319 1369280110000 10 1 3
100169 100176 1369280973000 81 0 3
101776 101783 1369282580000 10 1 3
102626 102632 1369283430000 82 0 3
104215 104222 1369285019000 10 1 3
105029 105042 1369285833000 82 0 3
106568 106575 1369287372000 11 1 3
107375 107387 1369288179000 83 0 3
108920 108939 1369289724000 10 1 3
109758 109765 1369290562000 82 0 3
111322 111328 1369292126000 10 1 3
112171 112184 1369292975000 82 0 3
113772 113778 1369294576000 11 1 3
114609 114622 1369295413000 82 0 3
116204 116215 1369297008000 10 1 3
117058 117065 1369297862000 82 0 3
118646 118652 1369299450000 11 1 3
119483 119490 1369300287000 83 0 3
121090 121096 1369301894000 10 1 3
121908 121914 1369302712000 83 0 3
123068 123080 1369303871000 1 1 0
123298 123302 1369304101000 2945 0 0
123458 123475 1369304261000 1 1 0
123513 123524 1369304317000 10 1 3
124389 124400 1369305193000 82 0 3
126013 126019 1369306817000 11 1 3
126856 126862 1369307660000 83 0 3
128475 128487 1369309279000 10 1 3
129306 129312 1369310110000 82 0 3
130925 130931 1369311729000 11 1 3
131744 131750 1369312548000 82 0 3
133339 133351 1369314142000 1 1 0
133399 133405 1369314203000 10 1 3
133513 133532 1369314316000 2993 0 0
134338 134349 1369315142000 83 0 3
134530 134535 1369315333000 1 1 0
135981 135987 1369316785000 11 1 3
136849 136861 1369317653000 83 0 3
138474 138480 1369319278000 11 1 3
139330 139342 1369320134000 83 0 3
140948 140954 1369321752000 11 1 3
141792 141803 1369322596000 83 0 3
142307 142313 1369323110000 1 1 0
142512 142530 1369323315000 2998 0 0
